agent_code,agent_dob,agent_doj,agent_status,agent_education,agent_age,agent_tenure_days,agent_persistency,last_6_month_submissions,average_premium,is_reinstated,prev_persistency,num_complaints,target_completion_perc,has_contacted_in_last_6_months
60335633,13-04-1981,28-11-2015,Active,Some College,39,1748,0.85,42,448,0,0,4,0.93,1
60077079,26-11-1984,10-09-2007,Active,High School,36,4774,0.7,43,911,0,0,5,0.92,0
60505006,21-09-1989,10-09-2020,Active,High School,31,25,0.66,26,418,0,0,4,0.89,0
60507329,26-01-1963,29-09-2020,Active,Lt High School,58,6,0.82,40,2571,1,0.95,9,0.88,1
60418967,31-05-1973,21-03-2018,Active,High School,47,908,0.71,51,125,0,0,3,0.8,1
60498728,28-07-1987,15-07-2020,Active,Lt High School,33,61,0.86,19,497,0,0,10,0.81,1
60439484,29-03-1978,14-11-2018,Active,Lt High School,42,666,0.98,41,2575,0,0,12,0.87,1
60343264,20-01-1992,29-01-2016,Active,High School,29,1686,0.57,15,704,1,0.88,8,0.76,1
60442761,25-04-1959,19-12-2018,Active,Lt High School,61,631,0.99,45,576,0,0,8,0.86,1
60503927,17-06-1972,01-09-2020,Active,Lt High School,48,9,0.85,43,1516,0,0,11,0.85,0
60506234,23-04-1997,21-09-2020,Active,Lt High School,23,14,0.68,29,292,0,0,6,0.89,1
60489556,19-08-1991,27-02-2020,Active,Some College,29,237,0.65,30,270,0,0,6,0.84,0
60415473,26-09-1977,16-02-2018,Active,High School,43,978,0.86,52,1377,1,0.84,7,0.86,1
60465492,01-04-1971,23-07-2019,Active,Some College,50,456,0.86,40,591,0,0,7,0.81,1
60414713,12-03-1974,05-02-2018,Active,Graduate,47,989,0.72,54,11122,0,0,4,0.91,1
60180723,25-08-1968,19-07-2010,Active,Graduate,52,3748,0.75,47,794,0,0,8,0.84,1
60326239,14-06-1968,24-08-2015,Active,Graduate,52,1925,0.87,43,363,0,0,5,0.94,1
60510002,19-03-2000,05-11-2020,Active,Some College,21,25,0.9,20,435,1,0.51,2,0.96,1
60416556,15-07-1989,24-02-2018,Active,High School,31,1010,0.78,30,1042,0,0,5,0.81,1
60485832,14-07-1995,23-01-2020,Active,Some College,25,312,0.6,23,1884,0,0,4,0.86,0
60509137,27-10-1998,17-10-2020,Active,Some College,22,44,0.83,33,255,1,0.8,2,0.94,1
60501810,21-09-1996,13-08-2020,Active,Graduate,24,89,0.84,35,538,0,0,1,0.86,1
60494274,06-10-1994,14-05-2020,Active,High School,26,180,0.66,15,957,1,0.79,8,0.88,1
60489505,23-10-1992,27-02-2020,Active,Graduate,28,257,0.52,30,350,0,0,7,0.85,0
60455514,02-01-1985,08-04-2019,Active,Graduate,36,561,0.84,53,670,0,0,7,0.97,1
60341281,07-03-1981,19-01-2016,Active,Some College,40,1736,0.95,55,20174,0,0,7,0.89,1
60505288,10-10-1971,14-09-2020,Active,Lt High School,49,47,0.89,49,1514,0,0,13,0.94,0
60509026,16-09-1990,16-10-2020,Active,Graduate,30,15,0.64,27,2659,0,0,2,0.8,0
60480097,07-09-1960,26-11-2019,Active,High School,60,340,0.86,57,1201,1,0.71,1,0.86,0
60506910,09-05-1976,26-09-2020,Active,Lt High School,45,35,0.88,49,285,0,0,7,0.86,1
60509145,13-06-1983,17-10-2020,Active,High School,37,14,0.97,40,2280,0,0,2,0.91,1
60502671,02-01-1993,20-08-2020,Active,Graduate,28,99,0.83,23,2342,1,0.77,8,0.84,1
60510082,15-06-1984,07-11-2020,Active,Lt High School,36,20,0.76,57,225,1,0.93,5,0.9,0
60510448,25-06-1993,16-11-2020,Active,High School,27,14,0.71,29,1604,1,0.63,5,0.95,1
60381846,06-07-1994,14-02-2017,Active,Some College,26,1385,0.89,18,1165,1,0.62,3,0.85,1
60493242,06-08-1993,29-04-2020,Active,Some College,27,215,0.59,30,407,0,0,2,0.98,0
60511181,05-01-1965,30-11-2020,Active,Graduate,56,0,0.72,51,1767,0,0,0,0.91,1
60436630,27-07-1996,08-10-2018,Active,High School,24,784,0.75,34,2671,0,0,5,0.83,0
60507524,21-07-1991,29-09-2020,Active,High School,29,62,0.64,19,236,0,0,5,0.83,0
60232896,14-06-1990,13-06-2012,Active,Some College,30,3092,0.77,30,659,0,0,5,0.97,1
60403580,16-11-1989,28-09-2017,Active,Graduate,31,1139,0.87,18,6671,0,0,8,0.86,0
60505161,07-04-1992,12-09-2020,Active,Graduate,29,76,0.79,16,761,0,0,6,0.81,0
60036754,28-06-1984,31-03-2006,Active,Some College,36,5355,0.76,53,1344,0,0,7,0.89,0
60428855,06-05-1981,22-07-2018,Active,Lt High School,40,859,0.82,53,425,1,0.99,19,0.9,1
60459126,15-06-1988,28-05-2019,Inactive,Graduate,32,513,0.71,0,231,1,0.51,5,0.91,1
60353036,07-05-1991,18-05-2016,Active,Some College,29,1618,0.9,29,1212,0,0,8,0.95,1
60501700,30-10-1983,12-08-2020,Active,Some College,37,71,0.73,54,559,0,0,7,0.91,1
60445566,12-06-2000,17-01-2019,Active,Some College,20,644,0.66,22,338,1,0.64,7,0.9,1
60507194,10-07-1992,28-09-2020,Active,High School,28,22,0.51,39,2003,0,0,8,0.86,1
60500772,24-12-1988,04-08-2020,Active,Some College,32,77,0.58,34,995,0,0,3,0.91,1
60364040,14-08-1977,24-08-2016,Active,Graduate,43,1518,0.71,57,994,1,0.8,6,0.85,0
60238085,13-05-1967,28-08-2012,Active,Some College,54,3013,0.74,48,2164,0,0,6,0.9,1
60484147,19-11-1995,31-12-2019,Active,High School,25,332,0.86,24,1152,0,0,8,0.88,1
60501546,29-12-1998,11-08-2020,Active,Graduate,22,108,0.86,21,228,0,0,0,0.87,0
60510848,13-11-1988,24-11-2020,Active,Lt High School,32,3,0.62,34,4529,0,0,9,0.96,1
60340091,31-03-1962,31-12-2015,Active,High School,58,1708,0.8,48,473,0,0,4,0.97,0
60491446,06-01-1972,20-03-2020,Active,Lt High School,49,167,1,56,896,1,0.99,11,0.94,1
60502896,13-06-1988,24-08-2020,Active,Lt High School,32,10,0.6,33,266,0,0,6,0.61,1
60448039,13-07-1998,31-01-2019,Active,High School,22,581,0.7,17,555,0,0,3,0.88,0
60503834,20-06-1988,31-08-2020,Active,High School,32,3,0.9,27,360,1,0.64,1,0.95,1
60411023,25-02-1971,27-12-2017,Active,Graduate,50,1008,0.88,52,147,0,0,7,0.9,0
60407588,14-08-1985,27-11-2017,Active,Graduate,35,1038,0.93,54,1021,0,0,8,0.85,1
60486610,08-03-1975,29-01-2020,Active,High School,46,211,0.96,43,915,0,0,6,0.88,0
60499039,18-11-1986,17-07-2020,Active,High School,34,41,0.54,40,233,1,0.88,1,0.93,1
60459450,15-06-1995,30-05-2019,Active,Lt High School,25,455,0.62,31,376,1,0.5,8,0.98,1
60342548,01-04-1981,25-01-2016,Active,High School,39,1676,0.75,50,2113,0,0,7,0.87,0
60451558,01-01-1971,27-02-2019,Active,High School,50,547,0.97,53,370,1,0.78,0,0.93,1
60483424,25-10-1978,26-12-2019,Active,Graduate,42,245,0.86,41,550,0,0,7,0.86,1
60478317,24-04-1968,12-11-2019,Active,Graduate,52,300,0.94,54,159,1,0.71,3,0.93,1
60489340,20-05-1981,26-02-2020,Active,Graduate,39,194,0.98,46,301,0,0,8,0.95,1
60488360,10-03-1987,19-02-2020,Active,Some College,34,201,0.71,37,1244,1,0.6,8,0.86,0
60470128,04-10-1982,29-08-2019,Active,High School,38,375,1,49,1604,0,0,1,0.87,0
60481332,02-09-1985,05-12-2019,Active,Lt High School,35,273,0.91,56,337,1,0.84,9,0.95,1
60431197,24-04-1986,17-08-2018,Active,High School,34,748,0.76,26,1369,0,0,3,0.96,0
60501167,21-05-1996,07-08-2020,Active,High School,24,27,0.68,29,518,0,0,5,0.83,1
60499460,04-09-1980,22-07-2020,Active,High School,40,43,0.85,58,222,1,0.9,8,0.94,0
60476450,20-07-1976,23-10-2019,Active,Graduate,44,307,0.9,41,1285,0,0,6,0.85,1
60476110,05-06-1988,19-10-2019,Active,Graduate,32,311,0.74,23,3817,1,0.72,8,0.81,0
60465719,15-03-1985,24-07-2019,Active,High School,35,398,0.9,52,1685,0,0,3,0.94,1
60496443,31-08-1996,18-06-2020,Active,Graduate,24,68,0.5,26,329,0,0,8,0.71,0
60390180,16-01-1975,28-05-2017,Active,Lt High School,46,1195,0.7,40,1394,1,0.9,22,0.96,0
60445065,07-07-1973,09-01-2019,Active,Some College,47,604,0.81,52,446,0,0,6,0.94,1
60488408,06-05-1993,19-02-2020,Active,Some College,27,201,0.62,38,711,1,0.65,8,0.86,1
60148236,08-10-1990,28-05-2009,Active,Graduate,30,4120,0.85,20,2723,0,0,8,0.9,1
60344001,04-05-1990,03-02-2016,Active,Some College,30,1667,0.81,18,388,0,0,0,0.98,1
60485766,24-07-1981,23-01-2020,Active,Some College,39,217,0.85,44,246,0,0,1,0.84,1
60488588,08-06-1995,20-02-2020,Active,Some College,25,189,0.7,31,1852,0,0,6,0.8,1
60420900,12-11-1991,31-03-2018,Active,High School,29,880,0.68,30,1470,0,0,7,0.82,1
60488796,01-01-1958,22-02-2020,Active,Lt High School,63,198,0.93,53,761,0,0,8,0.83,0
60477584,10-07-1998,31-10-2019,Active,Graduate,22,309,0.76,39,907,0,0,8,0.96,0
60497929,17-07-1975,04-07-2020,Active,High School,45,62,1,58,958,0,0,4,0.94,1
60464057,09-11-1992,08-07-2019,Active,Some College,28,424,0.65,27,1252,0,0,7,0.8,0
60499856,25-02-1991,25-07-2020,Active,High School,30,41,0.82,33,658,0,0,6,0.85,0
60491149,24-11-1973,17-03-2020,Active,Graduate,47,175,0.82,41,245,0,0,6,0.88,1
60304090,01-09-1994,20-12-2014,Active,Lt High School,26,2089,0.88,32,1182,0,0,28,0.93,0
60445981,30-09-1999,21-01-2019,Active,Graduate,21,596,0.64,36,2488,0,0,7,0.95,1
60445626,30-07-1977,17-01-2019,Active,Graduate,43,600,0.84,48,1451,0,0,8,0.93,1
60401341,30-04-1984,13-09-2017,Active,Some College,36,1090,0.82,48,1525,0,0,4,0.85,0
60427633,28-01-1984,09-07-2018,Active,Graduate,37,826,0.75,60,1030,1,0.77,8,0.83,1
60496742,01-01-1966,22-06-2020,Active,Some College,55,112,0.83,52,2596,1,0.97,5,0.93,1
60416611,06-01-1993,24-02-2018,Active,Graduate,28,961,0.57,16,2417,1,0.74,2,0.86,0
60429678,24-01-1973,27-07-2018,Active,Graduate,48,803,0.84,51,512,0,0,7,0.9,0
60506060,14-04-1979,19-09-2020,Active,Graduate,42,18,0.81,43,594,0,0,7,0.85,1
60491582,16-10-1982,21-03-2020,Active,High School,38,200,0.71,46,738,0,0,8,0.93,1
60331468,06-05-1973,06-10-2015,Active,Graduate,47,1828,0.77,44,1974,1,0.74,7,0.96,1
60204854,19-01-1980,16-03-2011,Active,High School,41,3493,0.91,41,1727,0,0,7,0.82,0
60366180,18-09-1989,14-09-2016,Active,Graduate,31,1484,0.69,26,284,1,0.58,4,0.93,1
60477805,26-12-1995,05-11-2019,Active,Some College,25,342,0.82,32,1920,0,0,8,0.93,0
60493028,06-06-1981,28-04-2020,Active,Lt High School,39,167,0.82,49,937,0,0,11,0.81,1
60416492,29-08-1994,24-02-2018,Active,Lt High School,26,961,0.83,35,1698,0,0,18,0.96,1
60312956,07-06-1971,30-03-2015,Active,High School,49,2001,0.8,59,939,0,0,5,0.85,1
60505730,10-06-1989,17-09-2020,Active,High School,31,3,0.68,28,707,0,0,4,0.89,1
60371031,16-09-1986,27-10-2016,Active,Lt High School,34,1441,0.55,25,2603,0,0,29,0.93,1
60501096,10-10-1987,07-08-2020,Active,High School,33,61,0.68,31,387,0,0,8,0.93,1
60441257,16-06-1989,29-11-2018,Active,High School,31,678,0.78,33,802,0,0,6,0.84,1
60265049,10-06-1985,20-08-2013,Active,Lt High School,35,2605,0.78,53,2463,0,0,27,0.9,1
60442444,15-06-1979,14-12-2018,Active,High School,41,663,0.74,41,1235,0,0,7,0.9,0
60181886,18-07-1969,29-07-2010,Active,High School,51,3723,0.78,58,2153,0,0,5,0.82,0
60488075,06-12-1989,14-02-2020,Active,Some College,31,241,0.6,19,1850,0,0,3,0.91,0
60470772,02-05-1979,31-08-2019,Active,Some College,41,387,0.92,57,1016,0,0,7,0.86,0
60505075,01-01-1997,11-09-2020,Active,High School,24,10,0.72,31,217,0,0,5,0.84,0
60316881,20-04-1975,29-05-2015,Active,Some College,45,1942,0.74,46,3256,0,0,1,0.87,1
60477594,20-05-1987,31-10-2019,Active,Some College,33,326,0.82,15,556,0,0,8,0.96,1
60440907,13-10-1958,27-11-2018,Active,High School,62,680,0.97,40,433,0,0,7,0.93,1
60501028,15-11-1970,07-08-2020,Active,High School,50,61,0.73,48,817,1,0.77,8,0.81,0
60508561,28-03-1960,09-10-2020,Active,High School,61,3,0.8,40,428,0,0,7,0.86,1
60351753,15-02-1983,29-04-2016,Active,High School,38,1627,0.92,55,1538,1,0.91,2,0.89,0
60395910,30-06-1971,21-07-2017,Active,Lt High School,49,1179,0.73,48,636,1,0.91,26,0.86,1
60409798,14-07-1982,18-12-2017,Active,Graduate,38,1029,0.97,56,669,0,0,4,0.96,0
60491385,01-06-1977,19-03-2020,Active,Lt High School,44,252,0.85,42,791,0,0,9,0.85,1
60509923,01-01-1988,04-11-2020,Active,Lt High School,33,22,0.86,20,991,0,0,8,0.96,0
60243869,21-06-1975,24-11-2012,Active,High School,45,2924,0.87,60,1978,0,0,5,0.85,0
60435321,05-08-1991,26-09-2018,Active,High School,29,792,0.87,36,549,0,0,5,0.84,1
60500543,01-01-1979,31-07-2020,Active,Graduate,42,118,0.86,59,136,0,0,4,0.83,1
60013932,19-08-1977,28-06-2004,Active,Some College,43,5995,0.85,44,1534,0,0,1,0.82,0
60402830,22-04-1994,25-09-2017,Active,Graduate,27,1129,0.87,16,802,0,0,8,0.81,1
60495979,01-01-1976,12-06-2020,Active,Some College,45,138,0.94,59,861,0,0,8,0.91,1
60272176,15-06-1980,31-10-2013,Active,Lt High School,40,2554,0.82,46,711,0,0,30,0.86,1
60320663,20-01-1979,29-06-2015,Active,Graduate,42,1948,0.93,59,878,1,0.93,3,0.93,1
60488809,12-06-1990,22-02-2020,Active,High School,30,238,0.81,30,322,0,0,7,0.91,0
60461386,13-02-1963,19-06-2019,Active,Some College,58,486,0.8,46,3916,0,0,6,0.98,0
60433395,30-06-1989,07-09-2018,Active,High School,31,811,0.64,28,832,0,0,5,0.8,1
60491763,22-11-1990,17-04-2020,Active,Lt High School,30,223,0.73,40,320,1,0.81,7,0.88,0
60493540,17-10-1978,03-05-2020,Active,Graduate,42,166,0.73,54,459,0,0,4,0.94,0
60501224,28-08-1981,08-08-2020,Active,Some College,39,69,0.91,46,1427,0,0,2,0.92,1
60504384,01-06-1993,05-09-2020,Active,High School,27,41,0.76,27,943,0,0,5,0.82,0
60505461,15-08-1977,15-09-2020,Active,Lt High School,43,31,0.84,44,3892,0,0,9,0.84,1
60490411,13-06-1988,06-03-2020,Active,Some College,32,224,0.79,38,1315,0,0,8,0.87,1
60480779,16-08-1988,29-11-2019,Active,Graduate,32,322,0.87,37,1918,1,0.51,8,0.96,1
60509620,19-05-1957,27-10-2020,Active,Graduate,64,27,0.86,46,3545,0,0,6,0.91,1
60329747,20-02-1993,24-09-2015,Active,Graduate,28,1887,0.84,20,1268,0,0,5,0.81,0
60214845,22-07-1984,27-07-2011,Active,Graduate,36,3410,0.87,40,1630,0,0,5,0.84,1
60301549,28-06-1971,20-11-2014,Active,Some College,49,2198,0.9,51,3292,0,0,0,0.93,1
60403943,31-10-1978,09-10-2017,Active,Some College,42,1144,0.98,41,4508,0,0,4,0.83,1
60423425,01-06-1985,25-05-2018,Active,High School,35,877,0.96,55,1480,0,0,7,0.9,1
60441850,10-06-1987,06-12-2018,Active,High School,33,682,0.66,27,543,1,0.75,7,0.82,0
60152010,18-12-1982,08-07-2009,Inactive,Some College,38,4120,0.89,0,362,0,0,7,0.94,1
60470710,03-05-1989,30-08-2019,Active,High School,32,434,0.64,35,1556,1,0.52,5,0.9,1
60378197,28-05-1973,11-01-2017,Active,High School,47,1395,0.84,43,642,0,0,1,0.92,1
60468068,01-07-1978,14-08-2019,Active,High School,42,441,0.77,60,312,1,0.98,8,0.8,1
60084834,10-05-1981,29-11-2007,Active,Lt High School,39,4717,0.78,50,897,0,0,30,0.88,0
60498855,22-12-1998,16-07-2020,Active,Lt High School,22,104,0.68,29,539,1,0.71,8,0.94,0
60350906,20-05-1983,30-03-2016,Active,High School,37,1661,0.84,56,3002,0,0,2,0.83,0
60378865,05-09-1992,19-01-2017,Active,High School,28,1366,0.72,29,846,0,0,7,0.85,1
60394114,01-09-1971,04-07-2017,Active,High School,49,1200,0.89,55,692,1,0.96,3,0.86,0
60510249,15-04-1991,10-11-2020,Active,High School,30,16,0.79,16,687,0,0,6,0.82,1
60408502,14-01-1979,04-12-2017,Active,High School,42,982,0.88,57,4695,0,0,7,0.86,1
60428372,21-08-1980,18-07-2018,Active,Some College,40,750,0.98,50,814,0,0,5,0.97,1
60495168,01-05-1986,29-05-2020,Active,High School,34,69,0.79,33,899,0,0,0,0.95,1
60495939,23-06-1983,12-06-2020,Active,High School,37,55,0.86,49,869,0,0,8,0.98,0
60070972,04-04-1989,20-06-2007,Active,Some College,31,4802,0.62,22,435,0,0,4,0.83,1
60499907,20-11-1996,27-07-2020,Active,Graduate,24,16,0.54,22,526,1,0.78,0,0.96,1
60285849,20-12-1972,23-04-2014,Active,Some College,48,2296,0.81,58,680,1,0.9,5,0.9,0
60491073,15-09-1990,16-03-2020,Active,Lt High School,30,142,0.63,17,2484,1,0.74,13,0.86,1
60457061,22-09-1997,07-05-2019,Active,Graduate,23,456,0.51,17,1390,0,0,8,0.95,0
60485614,22-12-1988,22-01-2020,Active,High School,32,196,0.75,18,181,0,0,3,0.82,1
60404991,17-10-1983,26-10-2017,Active,Some College,37,1014,0.98,49,746,0,0,4,0.94,1
60263589,03-07-1979,31-07-2013,Active,Some College,41,2571,0.89,49,297,0,0,0,0.81,0
60501737,03-07-1978,12-08-2020,Active,Some College,42,3,0.78,43,1100,0,0,3,0.9,1
60435984,14-04-1997,29-09-2018,Active,Graduate,23,676,0.81,38,365,1,0.61,6,0.95,1
60380906,25-11-1998,31-01-2017,Active,Some College,22,1282,0.5,35,699,0,0,4,0.88,1
60500770,01-01-1991,04-08-2020,Active,Lt High School,30,1,0.8,15,108,1,0.89,11,0.83,1
60459665,20-11-1981,31-05-2019,Active,Graduate,39,426,0.72,46,498,0,0,8,0.9,0
60435002,15-10-1974,25-09-2018,Active,Graduate,46,674,0.89,55,1498,0,0,7,0.88,1
60497343,11-06-1993,27-06-2020,Active,Graduate,27,33,0.74,21,417,1,0.59,6,0.87,1
60499286,19-06-2000,20-07-2020,Active,Some College,20,10,0.75,28,591,0,0,8,0.98,1
60436045,22-02-1996,29-09-2018,Active,Graduate,24,674,0.56,29,149,1,0.71,3,0.87,1
60490376,25-02-1988,06-03-2020,Active,High School,32,150,0.86,23,1979,0,0,4,0.85,1
60499521,07-06-1976,22-07-2020,Active,High School,44,12,0.72,43,1297,0,0,6,0.9,0
60428291,05-05-1985,17-07-2018,Active,Some College,35,748,0.7,59,7562,0,0,1,0.86,0
60443660,17-09-1991,27-12-2018,Active,Some College,29,594,0.7,17,1702,0,0,4,0.81,1
60475087,01-01-2000,07-10-2019,Active,High School,21,310,0.73,24,1206,0,0,8,0.88,1
60487048,03-07-1997,31-01-2020,Active,Lt High School,23,194,0.54,18,800,0,0,9,0.6,0
60497947,09-03-1979,06-07-2020,Active,High School,41,37,0.73,42,1240,0,0,5,0.87,1
60498371,18-04-1996,09-07-2020,Active,Graduate,24,34,0.68,28,256,1,0.51,0,0.88,0
60491116,12-06-1984,16-03-2020,Active,Some College,36,140,0.9,42,641,1,0.92,8,0.88,1
60335572,03-04-1982,27-11-2015,Active,Lt High School,38,1711,0.91,44,2523,0,0,29,0.82,0
60478430,08-03-1996,12-11-2019,Active,High School,24,265,0.7,25,735,0,0,7,0.84,0
60207834,20-08-1988,11-05-2011,Active,High School,32,3372,0.62,30,1409,1,0.75,5,0.9,0
60472363,01-03-1977,16-09-2019,Active,Some College,43,324,0.95,46,655,0,0,4,0.95,0
60500612,05-10-1985,31-07-2020,Active,Lt High School,35,7,0.76,43,1625,0,0,13,0.91,1
60499595,03-03-1991,23-07-2020,Active,Some College,29,14,0.51,24,341,0,0,3,0.91,1
60479106,22-11-1991,19-11-2019,Active,Lt High School,29,316,0.89,16,863,0,0,8,0.92,0
60482870,24-05-1958,20-12-2019,Active,Lt High School,62,285,0.97,42,1119,0,0,9,0.87,1
60316048,23-07-1973,26-05-2015,Active,Graduate,47,1941,0.81,54,572,0,0,1,0.84,1
60259404,18-02-1957,28-06-2013,Active,High School,64,2638,0.94,50,1374,1,0.72,6,0.85,1
60498334,03-05-1989,09-07-2020,Active,Graduate,31,70,0.59,24,1742,0,0,8,0.85,1
60418545,27-11-1982,19-03-2018,Active,Graduate,38,903,0.72,60,1098,0,0,6,0.81,1
60484955,03-04-1983,13-01-2020,Active,High School,37,238,0.73,55,606,0,0,8,0.82,0
60502412,09-09-1982,18-08-2020,Active,High School,38,10,0.72,45,1132,0,0,6,0.93,1
60038446,31-01-1958,05-06-2006,Active,Lt High School,63,5198,0.98,54,778,0,0,19,0.96,1
60431927,13-11-1975,23-08-2018,Active,Some College,45,736,0.8,43,1971,0,0,8,0.83,1
60499647,03-05-2000,24-07-2020,Active,Some College,20,35,0.63,18,436,1,0.59,7,0.85,0
60467726,11-05-1992,12-08-2019,Active,High School,28,382,0.67,38,162,1,0.7,2,0.9,1
60471874,14-08-1995,11-09-2019,Active,Some College,25,352,0.5,15,1666,0,0,8,0.83,0
60469105,31-12-1985,23-08-2019,Active,Lt High School,35,371,0.91,58,740,0,0,13,0.83,1
60335254,10-06-1978,26-11-2015,Active,High School,42,1770,0.8,58,1218,0,0,5,0.88,0
60452525,18-07-1989,11-03-2019,Active,High School,31,569,0.71,37,609,0,0,8,0.91,0
60502312,08-04-1994,18-08-2020,Active,Some College,26,43,0.87,23,293,0,0,7,0.85,1
60506762,07-11-1966,25-09-2020,Active,Graduate,54,5,0.85,56,1418,0,0,7,0.95,1
60390294,11-05-1977,29-05-2017,Active,Some College,43,1220,1,47,801,0,0,7,0.8,1
60262654,14-09-1976,27-07-2013,Active,High School,44,2622,0.74,45,277,0,0,6,0.91,1
60502910,06-03-1989,24-08-2020,Active,High School,32,24,0.55,19,560,0,0,4,0.94,1
60362007,10-07-1988,30-07-2016,Active,High School,32,1510,0.73,38,288,0,0,5,0.93,0
60463633,17-03-1980,03-07-2019,Active,Graduate,41,455,0.98,52,511,0,0,5,0.89,0
60369776,11-09-1955,12-10-2016,Active,High School,65,1449,0.86,54,858,0,0,5,0.93,0
60487619,15-09-1982,11-02-2020,Active,Some College,38,210,0.95,50,10355,0,0,7,0.82,0
60040791,02-01-1965,27-07-2006,Active,Some College,56,5157,0.94,40,1709,1,0.8,8,0.94,1
60445117,23-08-1981,10-01-2019,Active,Graduate,39,607,0.99,40,1505,1,0.94,7,0.85,1
60495386,23-12-1979,02-06-2020,Active,Some College,41,98,0.73,49,201,0,0,5,0.96,1
60491507,15-05-1979,20-03-2020,Active,Some College,41,181,0.75,54,1360,0,0,7,0.93,1
60498626,03-11-1998,14-07-2020,Active,High School,22,65,0.51,23,2707,0,0,3,0.94,0
60051486,23-12-1961,15-01-2007,Active,Graduate,59,4985,0.78,48,3110,0,0,0,0.81,1
60471927,15-07-1998,11-09-2019,Active,Some College,22,363,0.7,26,305,0,0,8,0.82,0
60487383,02-05-1968,06-02-2020,Active,High School,52,214,0.89,40,974,1,0.8,8,0.88,1
60460718,04-08-1991,14-06-2019,Active,Graduate,29,452,0.71,24,1366,0,0,8,0.91,0
60369367,,30-09-2016,Active,Graduate,36,1439,0.74,48,478,0,0,5,0.8,1
60421363,06-07-1987,24-04-2018,Active,Some College,33,868,0.64,40,750,0,0,7,0.84,1
60374967,18-10-1965,15-12-2016,Active,Graduate,55,1372,0.84,44,1397,0,0,7,0.93,1
60427942,18-10-1994,12-07-2018,Active,Graduate,26,798,0.62,28,187,0,0,6,0.82,1
60373357,01-01-1958,26-11-2016,Active,Lt High School,63,1391,0.93,48,784,0,0,26,0.8,1
60484611,23-02-1990,07-01-2020,Active,Graduate,31,284,0.78,17,965,0,0,8,0.91,0
60427550,26-08-1998,06-07-2018,Active,Lt High School,22,834,0.79,15,791,1,0.84,12,0.96,0
60505849,10-06-1996,18-09-2020,Active,Lt High School,24,41,0.55,25,221,0,0,12,0.63,1
60509679,19-04-1960,28-10-2020,Active,Some College,61,1,0.83,55,432,1,0.91,7,0.93,0
60475446,11-07-1980,11-10-2019,Active,Some College,40,384,0.9,59,652,0,0,8,0.84,1
60383742,24-06-1986,28-02-2017,Active,Graduate,34,1339,0.89,30,2751,0,0,8,0.98,1
60330785,26-06-1971,28-09-2015,Active,Graduate,49,1858,0.86,40,610,0,0,7,0.83,0
60410392,11-09-1996,21-12-2017,Active,Graduate,24,1070,0.84,27,2056,0,0,3,0.81,1
60498170,30-05-1985,08-07-2020,Active,Some College,36,140,0.8,47,824,0,0,8,0.86,0
60470151,04-10-1958,29-08-2019,Active,Some College,62,454,0.89,48,839,0,0,7,0.94,0
60445677,19-05-1981,18-01-2019,Active,Lt High School,40,680,0.85,52,1224,0,0,13,0.9,1
60511066,07-12-1991,27-11-2020,Active,Graduate,29,1,0.66,30,1299,0,0,6,0.96,1
60508530,30-05-1969,08-10-2020,Active,Lt High School,52,51,0.72,45,501,0,0,11,0.88,1
60505560,17-05-1993,16-09-2020,Active,Lt High School,28,73,0.88,15,1243,0,0,12,0.87,0
60480043,23-06-1995,26-11-2019,Inactive,Lt High School,25,348,0,0,182,1,0.69,12,0.69,1
60508542,03-08-1978,09-10-2020,Active,High School,42,30,0.86,46,639,0,0,5,0.85,1
60465858,07-07-1986,25-07-2019,Active,Lt High School,34,473,0.55,31,432,1,0.56,13,0.94,0
60509473,31-01-2000,22-10-2020,Active,Graduate,21,18,0.59,17,1713,1,0.84,8,0.82,1
60445454,29-05-1986,16-01-2019,Active,High School,34,663,0.64,29,1041,0,0,1,0.89,0
60501245,15-06-1994,08-08-2020,Active,Some College,26,71,0.51,37,463,1,0.82,8,0.96,1
60319144,18-08-1985,23-06-2015,Active,Graduate,35,1945,0.73,50,4524,1,0.84,2,0.88,1
60498200,20-08-1983,08-07-2020,Active,Lt High School,37,114,0.98,56,775,0,0,11,0.88,1
60076153,06-11-1962,30-08-2007,Active,High School,58,4810,0.71,58,663,0,0,6,0.82,1
60457648,10-03-1981,15-05-2019,Active,Graduate,40,534,0.99,44,1553,0,0,2,0.87,1
60034710,03-05-1995,03-03-2006,Active,High School,26,5355,0.71,16,340,0,0,2,0.9,1
60295246,10-07-1989,02-09-2014,Active,Graduate,31,2250,0.71,30,482,0,0,2,0.85,0
60491144,08-08-1970,17-03-2020,Active,High School,50,237,0.81,40,1106,0,0,6,0.86,1
60240047,26-06-1984,25-09-2012,Active,Graduate,36,2967,0.94,47,341,1,0.81,5,0.88,1
60269568,15-07-1965,27-09-2013,Active,High School,55,2600,0.73,55,1299,0,0,4,0.97,0
60328866,28-01-1997,19-09-2015,Active,Some College,24,1878,0.85,32,1635,0,0,8,0.8,1
60478221,01-01-1997,11-11-2019,Active,High School,24,343,0.62,32,1298,0,0,7,0.92,1
60454397,22-06-1978,26-03-2019,Active,Some College,42,573,0.78,53,864,1,0.71,4,0.87,1
60272465,30-05-1982,11-11-2013,Active,Lt High School,38,2535,0.73,60,563,0,0,22,0.97,1
60175047,24-10-1989,30-04-2010,Active,Graduate,31,3826,0.51,20,743,0,0,3,0.98,0
